ct_disease_raw,match_status,mapped_pubtator_label,mapped_pubtator_id
Lung Diseases,ambiguous,,
"Lung Diseases, Interstitial",ambiguous,,
"Lung Diseases, Obstructive",ambiguous,,
Lung Fibrosis,unmatched,,
Lung Function,unmatched,,
Lung Function Decreased,unmatched,,
Lung Infection,unmatched,,
Lung Inflammation,unmatched,,
Lung Injury,ambiguous,,
Lung Neoplasms,ambiguous,,
Lung Non-Small Cell Carcinoma,ambiguous,,
Lung Pharmacokinetic,unmatched,,
Lung Squamous Cell Carcinoma Stage IV,unmatched,,
Lung Transplant,unmatched,,
Lung Transplant Failure and Rejection,unmatched,,
Lung Transplant Infection,unmatched,,
Lung Transplant Recipient,unmatched,,
Lung Transplant Rejection,unmatched,,
Lung Transplantation,unmatched,,
"Lung, Wet",unmatched,,
Lupus,unmatched,,
"Lupus Erythematosus, Systemic",ambiguous,,
Lupus Nephritis,ambiguous,,
Lupus or SLE,unmatched,,
Luteal Development,unmatched,,
Luteal Phase,unmatched,,
Luteal Phase Insufficiency,unmatched,,
Luteal Phase Support,unmatched,,
Lyme Arthritis,unmatched,,
Lyme Borreliosis,unmatched,,
"Lyme Borreliosis, Nervous System",unmatched,,
Lyme Disease,ambiguous,,
Lyme Neuroborreliosis,ambiguous,,
Lymph Node Cancer Metastatic,unmatched,,
Lymph Node Dissection,unmatched,,
Lymph Node Metastases,unmatched,,
Lymph Node Metastasis,unmatched,,
Lymphangioleiomyomatosis,ambiguous,,
Lymphatic Filariasis,unmatched,,
Lymphatic Metastasis,ambiguous,,
Lymphedema,ambiguous,,
Lympho-proliferative Diseases,unmatched,,
Lymphoblastic Leukemia,unmatched,,
"Lymphoblastic Leukemia, Acute",unmatched,,
"Lymphoblastic Leukemia, Acute, Childhood",unmatched,,
"Lymphoblastic Leukemia, Acute, L1",unmatched,,
"Lymphoblastic Leukemia, Acute, L2",unmatched,,
Lymphoblastic Lymphoma,unmatched,,
Lymphocytic Gastritis,unmatched,,
"Lymphocytic Leukemia, Acute",unmatched,,
"Lymphocytic Leukemia, L1",unmatched,,
"Lymphocytic Leukemia, L2",unmatched,,
Lymphoid Malignancies,unmatched,,
Lymphoid Neoplasm,unmatched,,
Lymphoma,ambiguous,,
Lymphoma Idiopathic Thrombocytopenic Purpura,unmatched,,
"Lymphoma, AIDS Related",ambiguous,,
"Lymphoma, B Cell",ambiguous,,
"Lymphoma, B-Cell",ambiguous,,
"Lymphoma, Follicular",ambiguous,,
"Lymphoma, High-grade",unmatched,,
"Lymphoma, Large B-Cell, Diffuse",ambiguous,,
"Lymphoma, Large Cell",unmatched,,
"Lymphoma, Large-Cell, Anaplastic",ambiguous,,
"Lymphoma, Large-Cell, Ki-1",unmatched,,
"Lymphoma, Malignant",unmatched,,
"Lymphoma, Mantle-Cell",ambiguous,,
"Lymphoma, Non-Hodgkin",ambiguous,,
"Lymphoma, T-Cell",ambiguous,,
"Lymphoma, T-Cell, Cutaneous",ambiguous,,
Lymphoplasmacytic Lymphoma,unmatched,,
Lymphoproliferative Disorder,ambiguous,,
Lymphoproliferative Disorders,ambiguous,,
Lynch Syndrome,unmatched,,
M-protein Related Cardiac Disease,unmatched,,
MAC Lung Disease,unmatched,,
MAFLD,unmatched,,
MALT Lymphoma of Stomach,unmatched,,
MASLD,unmatched,,
MASLD - Metabolic Dysfunction-Associated Steatotic Liver Disease,unmatched,,
MCA - Middle Cerebral Artery Dissection,unmatched,,
MCNS,unmatched,,
MDD,unmatched,,
MDR-TB,unmatched,,
MDS,unmatched,,
MDS (Myelodysplastic Syndrome),unmatched,,
MEMBRANOUS NEPHROPATHY,unmatched,,
METABOLIC SYNDROME,ambiguous,,
MGD-Meibomian Gland Dysfunction,unmatched,,
MILD TO SEVERE ACNE VULGARIS,unmatched,,
MPS - Mucopolysaccharidosis,unmatched,,
MPS IV A,unmatched,,
MPS VI,unmatched,,
MRSA,unmatched,,
MRSA Colonization,unmatched,,
MRSA Infection,unmatched,,
MS (Multiple Sclerosis),unmatched,,
MSI-L,unmatched,,
MSK Conditions,unmatched,,
MSS,unmatched,,
MSSA Colonization,unmatched,,
MTHFR 677 CC or CT Genotype,unmatched,,
MTHFR 677 TT Genotype,unmatched,,
MULTIPLE MYELOMA,ambiguous,,
MULTIPLE SCLEROSIS,ambiguous,,
MV(Mitral Valve) Repair,unmatched,,
"MYELOPROLIFERATIVE DISORDER (P Vera, CMML, ET)",unmatched,,
Macroalbuminuric Diabetic Nephropathy,unmatched,,
Macrocytosis,unmatched,,
Macrophage Infiltration,unmatched,,
Macula Edema,unmatched,,
Macula Thickening,unmatched,,
Macular Degeneration,ambiguous,,
Macular Edema,ambiguous,,
Macular Edema (ME),unmatched,,
Macular Holes,unmatched,,
Macular Oedema,unmatched,,
Macular Telangiectasia Type 2,unmatched,,
Magnesium Sulphate,unmatched,,
Magnetic Resonance Imaging,unmatched,,
Magnetic Resonance Imaging (MRI),unmatched,,
Major Abdominal Surgery,unmatched,,
Major Adverse Cardiac Events,unmatched,,
Major Adverse Cardiovascular and Cerebrovascular Events (MACCE),unmatched,,
Major Bleed,unmatched,,
Major Bleeding,unmatched,,
Major Depression,unmatched,,
Major Depression Disorder,unmatched,,
Major Depression With Comorbid Anxiety Symptoms,unmatched,,
Major Depression With Panic Attacks,unmatched,,
Major Depression With Psychotic Features,unmatched,,
Major Depressive Disorder,ambiguous,,
Major Depressive Disorder (MDD,unmatched,,
Major Depressive Disorder (MDD),unmatched,,
Major Depressive Disorder (MDD) With Insomnia,unmatched,,
Major Depressive Disorder Patients,unmatched,,
Major Depressive Disorder With Insomnia,unmatched,,
Major Depressive Disorder With Panic Attacks,unmatched,,
"Major Depressive Disorder, Bipolar I and Bipolar II",unmatched,,
"Major Depressive Disorder, Recurrent, Unspecified",unmatched,,
"Major Depressive Disorder, Single Episode, Unspecified",unmatched,,
Major Depressive Disorders,ambiguous,,
Major Depressive Episode,unmatched,,
Major Surgery,unmatched,,
Major Surgical Resection of a Thoracic Malignancy,unmatched,,
Major Surgical Resection of an Abdominal Malignancy,unmatched,,
Malaria,ambiguous,,
Malaria in Pregnancy,unmatched,,
"Malaria, Falciparum",ambiguous,,
"Malaria,Falciparum",ambiguous,,
Male,unmatched,,
Male Breast Cancer,unmatched,,
Male Circumcision,unmatched,,
Male Contraceptive,unmatched,,
Male Erectile Disorder,unmatched,,
Male Hypogonadism,unmatched,,
Male Infertility,ambiguous,,
"Male Pattern of Hair Loss, Androgenic Alopecia",unmatched,,
Male Reproductive Problem,unmatched,,
Male Subfertility,unmatched,,
Male Urogenital Diseases,unmatched,,
Malignancies,unmatched,,
Malignancy,unmatched,,
Malignant Ascites,unmatched,,
Malignant Central Nervous System Neoplasm,unmatched,,
Malignant Childhood Neoplasm,unmatched,,
Malignant Cutaneous Adnexal Neoplasm,unmatched,,
Malignant Digestive System Neoplasm,unmatched,,
Malignant Gastrointestinal Neoplasm,unmatched,,
Malignant Glioma,unmatched,,
Malignant Head and Neck Neoplasm,unmatched,,
Malignant Lymphoma,unmatched,,
Malignant Lymphoma - Lymphoplasmacytic,unmatched,,
Malignant Melanoma,unmatched,,
"Malignant Melanoma, Neoplasms",unmatched,,
Malignant Mesothelioma,ambiguous,,
Malignant Neoplasm,unmatched,,
Malignant Neoplasm of Fourth Ventricle of Brain,unmatched,,
Malignant Neoplasm of Thyroid,unmatched,,
Malignant Neoplasm of Thyroid Stage I,unmatched,,
Malignant Neoplasm of Thyroid Stage II,unmatched,,
Malignant Neoplasms of Male Genital Organs,unmatched,,
Malignant Neoplasms of Mesothelial and Soft Tissue,unmatched,,
Malignant Pain,unmatched,,
Malignant Pleural Effusion,ambiguous,,
Malignant Primary Brain Tumors,unmatched,,
Malignant Soft Tissue Sarcoma,unmatched,,
Malignant Solid Neoplasm,unmatched,,
Malignant Solid Tumors,unmatched,,
Malignant Solid Tumour,unmatched,,
Malnutrition,ambiguous,,
Malnutrition in Pregnancy,unmatched,,
Mammographic Density,unmatched,,
Mammoplasty,unmatched,,
Management of Moderate to Severe Pain,unmatched,,
Management of Pediatric Status Epilepticus,unmatched,,
Managing Preterm Labor,unmatched,,
Mandible Fracture,unmatched,,
Mania,ambiguous,,
Manic Depression,unmatched,,
Manic Disorder,unmatched,,
Manic State,unmatched,,
Manic State Associated With Corticosteroid Use,unmatched,,
Manic-Depressive Psychosis,unmatched,,
Mantle Cell Lymphoma,ambiguous,,
Mantle Cell Lymphoma Recurrent,unmatched,,
Mantle-Cell Lymphoma,ambiguous,,
Marasmus,unmatched,,
Marfan Syndrome,ambiguous,,
Marginal Ulcer,unmatched,,
Marginal Ulcers,unmatched,,
Marginal Zone B-Cell Lymphoma,ambiguous,,
Marginal Zone Lymphoma,unmatched,,
Marginal Zone Lymphoma of Ocular Adnexal,unmatched,,
Marginal Zone Lymphoma(MZL),unmatched,,
Marijuana Abuse,ambiguous,,
Marijuana Dependence,unmatched,,
Maroteaux Lamy Syndrome,unmatched,,
Masked Hypertension,ambiguous,,
Mast Cell Leukemia,ambiguous,,
Mastectomy,unmatched,,
Mastectomy Patient,unmatched,,
Mastitis,ambiguous,,
Mastocytosis,ambiguous,,
Mastoidectomy,unmatched,,
Mastoiditis,ambiguous,,
Masturbation,unmatched,,
Maternal Care for Late Fetal Death,unmatched,,
Maternal Complications After Oral Anticoagulation When Initiated Early and Late After Caesarean Section Done for Patients With Mechanical Heart Valve Prosthesis,unmatched,,
Maternal Death,ambiguous,,
Maternal Health,unmatched,,
Maternal Hypertension,unmatched,,
Maternal Infection Affecting Newborn,unmatched,,
Maternal Infections Affecting Fetus or Newborn,unmatched,,
Maternal Sepsis During Labor,unmatched,,
Maternal and Neonatal Sepsis,unmatched,,
Matrix Metalloproteinases,unmatched,,
Mature B-cell Non-Hodgkin Lymphoma,unmatched,,
"Maturity Onset Diabetes of the Young, Type 1",ambiguous,,
Maturity-Onset Diabetes of the Young,unmatched,,
"Maturity-Onset Diabetes of the Young, Type 3",ambiguous,,
Maturity-onset Diabetes of the Young,unmatched,,
Maxillary Sinusitis,ambiguous,,
Maxillofacial Surgery,unmatched,,
Maximal Platelet Aggregation,unmatched,,
Mean Arterial Pressure,unmatched,,
Measles,ambiguous,,
Mechanical,unmatched,,
Mechanical Mitral Valve Prosthesis,unmatched,,
Mechanical Thrombectomy,unmatched,,
Mechanical Ventilation,unmatched,,
Mechanical Ventilation Complication,unmatched,,
Mechanical Ventilation Pressure High,unmatched,,
Mechanically Ventilated ICU Patients,unmatched,,
Meclizine,unmatched,,
Medial Epicondylitis,unmatched,,
"Medial Epicondylitis, Left Elbow",unmatched,,
"Medial Epicondylitis, Right Elbow",unmatched,,
"Mediastinal B-Cell Lymphoma, Unclassifiable, With Features Intermediate Between Diffuse Large B-Cell Lymphoma and Classic Hodgkin Lymphoma",unmatched,,
Mediastinal Diseases,ambiguous,,
Medical Expulsive Therapy,unmatched,,
Medical Overuse,unmatched,,
Medication Adherence,unmatched,,
Medication Compliance,unmatched,,
Medication Non Adherence,unmatched,,
Medication Overuse Headache,unmatched,,
Medication Reaction,unmatched,,
Medication Related Osteonecrosis of the Jaw,unmatched,,
Medication Satisfaction,unmatched,,
Medication Toxicity,unmatched,,
Medication and Supplement Use,unmatched,,
Medullary Thyroid Cancer,ambiguous,,
Medullary Thyroid Carcinoma,unmatched,,
Medulloblastoma,ambiguous,,
Megaloblastic Anemia Nos,unmatched,,
Meibomian Gland Dysfunction,ambiguous,,
Meibomian Gland Dysfunction of Bilateral Eyes (Disorder),unmatched,,
Melancholia,unmatched,,
Melanoma,ambiguous,,
Melanoma (Skin),unmatched,,
Melasma,unmatched,,
Melatonin,unmatched,,
Melatonin Deficiency,unmatched,,
Melioidosis,ambiguous,,
Memantine,unmatched,,
Membrane Transport,unmatched,,
Membranes,unmatched,,
Memory,unmatched,,
Memory Deficit,unmatched,,
Memory Deficits,unmatched,,
Memory Disorder,ambiguous,,
Memory Disorders,ambiguous,,
Memory Impairment,unmatched,,
Memory Impairment Due to Corticosteroid Use,unmatched,,
Memory Loss Associated With Corticosteroid Use,unmatched,,
"Memory, Concentration or Attention Problems",unmatched,,
Men Infertility,unmatched,,
Men With Low Testosterone Levels,unmatched,,
Meniere Disease,ambiguous,,
Meniere's Disease,unmatched,,
Meniere´s Disease,unmatched,,
Meningeal Chronic Myelogenous Leukemia,unmatched,,
Meningioma,ambiguous,,
Meningitis,ambiguous,,
Meningitis (Etiology),unmatched,,
"Meningitis, Viral",ambiguous,,
Meningococcal Immunization,unmatched,,
Meningococcal Infections,ambiguous,,
Meningoencephalitis (Etiology),unmatched,,
Meniscectomy,unmatched,,
Meniscus Disorder,unmatched,,
Meniscus Tear,unmatched,,
"Meniscus Tear, Tibial",unmatched,,
Menière's Disease,unmatched,,
Menopausal Complaints,unmatched,,
Menopausal Symptoms,unmatched,,
Menopausal Vasomotor Symptoms,unmatched,,
Menopausal Women,unmatched,,
Menopausal and Female Climacteric States,unmatched,,
Menopausal and Postmenopausal Disorders,unmatched,,
Menopause,unmatched,,
Menopause Hot Flashes,unmatched,,
Menopause Ovarian Failure,unmatched,,
Menopause Surgical,unmatched,,
Menopause Syndrome,unmatched,,
"Menopause, Premature",ambiguous,,
Menopause-Hot Flashes,unmatched,,
Menorrhagia,ambiguous,,
Menstrual,unmatched,,
Menstrual Cycle,unmatched,,
"Menstrual Cycles (Total Length, Bleeding Days)",unmatched,,
Menstrual Flow Altered,unmatched,,
Menstrual Migraine,unmatched,,
Menstrual Pattern,unmatched,,
Menstrual Related Mood Disorder,unmatched,,
Menstruation,unmatched,,
Menstruation Disturbances,ambiguous,,
Mental Disorder,ambiguous,,
Mental Disorder Diagnosed in Childhood,unmatched,,
Mental Disorders,ambiguous,,
Mental Disorders Diagnosed in Childhood,unmatched,,
Mental Fatigue,ambiguous,,
Mental Health,unmatched,,
Mental Health Disorder,unmatched,,
Mental Health Issue,unmatched,,
Mental Illness,unmatched,,
Mental Retardation,unmatched,,
"Mental Retardation, X Linked",ambiguous,,
Mental Symptom,unmatched,,
Meperidine,unmatched,,
Merkel Cell Carcinoma,ambiguous,,
Meropenem,unmatched,,
Mesenchymal Stem Cells,unmatched,,
Mesenteric Thrombosis,unmatched,,
Mesenteric Vein Thrombosis,unmatched,,
Mesothelioma,ambiguous,,
Metabolic Abnormality,unmatched,,
Metabolic Acidosis,unmatched,,
Metabolic Alcohol-associated Liver Disease,unmatched,,
Metabolic Complication,unmatched,,
Metabolic Complications,unmatched,,
"Metabolic Detoxication, Phase I",unmatched,,
Metabolic Disease,unmatched,,
Metabolic Diseases,ambiguous,,
Metabolic Disorder,unmatched,,
Metabolic Disturbance,unmatched,,
Metabolic Dysfunction-Associated Fatty Liver Disease,unmatched,,
Metabolic Dysfunction-Associated Steatohepatitis (MASH),unmatched,,
Metabolic Dysfunction-Associated Steatotic Liver Disease,unmatched,,
Metabolic Dysfunction-associated Fatty Liver Disease (MAFLD),unmatched,,
Metabolic Dysfunction-associated Steatotic Liver Disease (MASLD),unmatched,,
Metabolic Features,unmatched,,
Metabolic Health,unmatched,,
Metabolic Improvements,unmatched,,
Metabolic Integrity,unmatched,,
Metabolic Parameters and Liver Histology,unmatched,,
Metabolic Syndrome,ambiguous,,
Metabolic Syndrome (MetS),unmatched,,
Metabolic Syndrome Parameters,unmatched,,
Metabolic Syndrome X,unmatched,,
Metabolic Syndrome x,unmatched,,
"Metabolic Syndrome, Protection Against",unmatched,,
Metabolic Syndromes,ambiguous,,
Metabolic X Syndrome Dyslipidemia,unmatched,,
"Metabolic, Cardiovascular",unmatched,,
Metabolic-associated Fatty Liver Disease,unmatched,,
Metabolically Healthy Controls,unmatched,,
Metabolism,unmatched,,
Metabolism and Nutrition Disorder,unmatched,,
Metabolism and Nutrition Disorders,unmatched,,
"Metabolism, Inborn Errors",ambiguous,,
Metabolite,unmatched,,
Metabolomics,unmatched,,
Metacarpal Fracture,unmatched,,
Metachromatic Leukodystrophy,ambiguous,,
Metaplastic Breast Carcinoma,unmatched,,
Metastasis,unmatched,,
Metastatic Appendiceal Adenocarcinoma,unmatched,,
Metastatic Breast Cancer,unmatched,,
Metastatic Breast Carcinoma,unmatched,,
Metastatic Cancer,unmatched,,
Metastatic Carcinoma in the Liver,unmatched,,
Metastatic Castrate Resistant Prostate Cancer (mCRPC),unmatched,,
Metastatic Castrate-Resistant Prostate Cancer,unmatched,,
Metastatic Castrate-Resistant Prostate Carcinoma (mCRPC),unmatched,,
Metastatic Castration-Resistant Prostate Cancer,unmatched,,
Metastatic Castration-Resistant Prostate Cancer Patients,unmatched,,
Metastatic Castration-resistant Prostate Cancer,unmatched,,
Metastatic Castration-resistant Prostate Cancer (mCRPC),unmatched,,
Metastatic Cervical Cancer,unmatched,,
Metastatic Clear Cell Renal Cell Carcinoma,ambiguous,,
Metastatic Colorectal Cancer,unmatched,,
Metastatic Colorectal Carcinoma,unmatched,,
Metastatic Colorectal Carcinoma (mCRC),unmatched,,
Metastatic Digestive System Carcinoma,unmatched,,
Metastatic Disease,unmatched,,
Metastatic Endometrioid Adenocarcinoma,unmatched,,
Metastatic Epithelial Ovarian Cancer,unmatched,,
Metastatic Esophageal Adenocarcinoma,unmatched,,
Metastatic Esophageal Carcinoma,unmatched,,
Metastatic Fallopian Tube Carcinoma,unmatched,,
Metastatic Gastric Carcinoma,unmatched,,
Metastatic Gastroesophageal Junction Adenocarcinoma,unmatched,,
Metastatic HER2 Negative Breast Carcinoma,unmatched,,
Metastatic Head and Neck Squamous Cell Carcinoma,unmatched,,
Metastatic Hormone Refractory Prostate Cancer,unmatched,,
Metastatic Hormone-Receptor-Positive (HR+) Breast Cancer,unmatched,,
Metastatic Kidney Cancer,unmatched,,
Metastatic Lung Non-Small Cell Carcinoma,unmatched,,
Metastatic Lung Small Cell Carcinoma,unmatched,,
Metastatic Malignant Breast Neoplasm,unmatched,,
Metastatic Malignant Digestive System Neoplasm,unmatched,,
Metastatic Malignant Neoplasm,unmatched,,
Metastatic Malignant Neoplasm in the Brain,unmatched,,
Metastatic Malignant Neoplasm in the Liver,unmatched,,
Metastatic Malignant Neoplasm to Brain,unmatched,,
Metastatic Malignant Solid Neoplasm,unmatched,,
Metastatic Melanoma,unmatched,,
Metastatic Melanoma (Stage IIIC Non-résécable or no Surgically Curable or Stage IV With Classification AJCC),unmatched,,
Metastatic NRAS Melanoma,unmatched,,
Metastatic Non-small Cell Lung Cancer,unmatched,,
Metastatic Oral Cavity Carcinoma,unmatched,,
Metastatic Ovarian Cancer,unmatched,,
Metastatic Ovarian Carcinoma,unmatched,,
Metastatic Ovary Cancer,unmatched,,
Metastatic Pancreas Adenocarcinoma,unmatched,,
Metastatic Pancreatic Adenocarcinoma,unmatched,,
Metastatic Pancreatic Cancer,unmatched,,
Metastatic Pancreatic Ductal Adenocarcinoma,unmatched,,
Metastatic Pheochromocytoma,unmatched,,
Metastatic Primary Peritoneal Carcinoma,unmatched,,
Metastatic Prostate Adenocarcinoma,unmatched,,
Metastatic Prostate Cancer,unmatched,,
Metastatic Prostate Carcinoma,unmatched,,
Metastatic Prostatic Adenocarcinoma,unmatched,,
Metastatic Rectal Adenocarcinoma,unmatched,,
Metastatic Renal Cancer,unmatched,,
Metastatic Renal Cell Carcinoma,unmatched,,
Metastatic Solid Malignancies,unmatched,,
Metastatic Solid Tumor,unmatched,,
Metastatic Solid Tumors,unmatched,,
Metastatic Thyroid Cancer,unmatched,,
Metastatic Thyroid Gland Follicular Carcinoma,unmatched,,
Metastatic Thyroid Gland Papillary Carcinoma,unmatched,,
Metastatic Triple-Negative Breast Carcinoma,unmatched,,
Metastatic Triple-negative Breast Cancer,unmatched,,
Metastatic Uveal Melanoma,unmatched,,
Metastatic/Recurrent Cervical Cancer,unmatched,,
Metformin,unmatched,,
Metformin Adverse Reaction,unmatched,,
Metformin for Obese Pregnant Women,unmatched,,
Methamphetamine,unmatched,,
Methamphetamine Abuse,unmatched,,
Methamphetamine Dependence,unmatched,,
Methamphetamine Intoxication (Disorder),unmatched,,
Methamphetamine Use Disorder,unmatched,,
Methamphetamine-dependence,unmatched,,
Methicillin Resistant Staphylococcus Aureus,unmatched,,
Methicillin Resistant Staphylococcus Aureus Skin Infections,unmatched,,
Methicillin-Resistant Staphylococcus Aureus,unmatched,,
Methicillin-Resistant Staphylococcus Aureus Infection,unmatched,,
Methicillin-resistant Staphylococcus Aureus,unmatched,,
Methicillin-resistant Staphylococcus Aureus (MRSA) Infection,unmatched,,
Methodology Study,unmatched,,
Methotrexate,unmatched,,
Methotrexate Adverse Reaction,unmatched,,
Methotrexate Induced Nephrotoxicity,unmatched,,
Methylmalonic Acidemia,ambiguous,,
"Methylmalonic Aciduria and Homocystinuria,Cblc Type",unmatched,,
Methylphenidate,unmatched,,
Methylphenidate Abuse,unmatched,,
Methylprednisolone,unmatched,,
Methylprednisolone Adverse Reaction,unmatched,,
Metoprolol,unmatched,,
Metrorrhagia,ambiguous,,
Mi Q Wave,unmatched,,
Microalbuminuria,unmatched,,
Microalbuminuria /Creatinine Ratios ACR,unmatched,,
Microbial Colonization,unmatched,,
Microbial Substitution,unmatched,,
Microbiologic Resistance,unmatched,,
Microbiome,unmatched,,
Microbiota,unmatched,,
Microcirculation,unmatched,,
Micrognathia,unmatched,,
Microhaemorrhage,unmatched,,
Microneedle Knife,unmatched,,
Micronutrient Deficiencies,unmatched,,
Micronutrient Deficiency,unmatched,,
Micronutrient Status,unmatched,,
Micronutrient Status in Women of Reproductive Age,unmatched,,
Microscopic Polyangiitis,ambiguous,,
Microtia,unmatched,,
Microvascular Angina,ambiguous,,
Microvascular Circulation,unmatched,,
Microvascular Coronary Artery Disease,unmatched,,
Microvascular Decompression Surgery,unmatched,,
Microvascular Dysfunction,unmatched,,
Microvascular Ischemia of Myocardium,unmatched,,
Midazolam,unmatched,,
Middle Cerebral Artery Occlusion,unmatched,,
Middle Cerebral Artery Stroke,unmatched,,
Migraine,unmatched,,
Migraine Disease,unmatched,,
Migraine Disorders,ambiguous,,
"Migraine Disorders, Brain",unmatched,,
Migraine Headache,unmatched,,
"Migraine Headache, With or Without Aura",unmatched,,
Migraine Headaches,unmatched,,
Migraine With Aura,ambiguous,,
Migraine With Typical Aura,unmatched,,
Migraine With and Without Aura,unmatched,,
Migraine With or Without Aura,unmatched,,
Migraine Without Aura,ambiguous,,
Migraine in Adults,unmatched,,
Migraine with Aura,ambiguous,,
"Migraine, Acute",unmatched,,
"Migraine, Classic",unmatched,,
"Migraine, Hemicrania",unmatched,,
"Migraine, Without Aura",ambiguous,,
Migraines,unmatched,,
Mild Alzheimer Disease,unmatched,,
Mild Asthma,unmatched,,
Mild Behavioural Impairment,unmatched,,
Mild Chronic Obstructive Pulmonary Disease,unmatched,,
Mild Cognitive Impairment,unmatched,,
Mild Cognitive Impairment (MCI),unmatched,,
Mild Cognitive Impairment Due to Alzheimer Disease,unmatched,,
Mild Cognitive Impairment Due to Alzheimer's Disease,unmatched,,
Mild Cognitivie Impairment (MCI),unmatched,,
Mild Dementia,unmatched,,
Mild Hypertension,unmatched,,
Mild Neurocognitive Disorder,unmatched,,
Mild Persistent Asthma,unmatched,,
Mild Stroke,unmatched,,
Mild Therapeutic Hypothermia,unmatched,,
Mild Traumatic Brain Injury,unmatched,,
Mild or Moderate Anaemia,unmatched,,
Mild or Moderate Asthma,unmatched,,
Mild to Moderate Alzheimer's Disease,unmatched,,
Mild to Moderate COVID-19,unmatched,,
Mild to Moderate Hypertension,unmatched,,
Mild to Moderate Uncomplicated Skin and Skin Structure Infections,unmatched,,
Mild to Severe Alzheimer's Disease,unmatched,,
Mild to Severe Hypertension,unmatched,,
Mild-to-moderate Essential Hypertension,unmatched,,
Military Activity,unmatched,,
Mineralcorticoid,unmatched,,
Mineralocorticoid Receptor Antagonist,unmatched,,
Minimal Change Disease,unmatched,,
Minimal Change Nephrotic Syndrome (MCNS),unmatched,,
Minimal Residual Disease,unmatched,,
Minimally Invasive Total Knee Arthroplasty,unmatched,,
Minimally Invasive Treatment,unmatched,,
Minor Intra-uterine Abnormalities,unmatched,,
Minor Stroke,unmatched,,
Mirtazapine,unmatched,,
Miscarriage,unmatched,,
Miscarriages,unmatched,,
Misophonia,ambiguous,,
Missed Abortion,ambiguous,,
Missing Tooth,unmatched,,
Mitochondrial DNA Deletion,unmatched,,
Mitochondrial Neurogastrointestingal Encephalopathy,unmatched,,
Mitral Insufficiency,unmatched,,
Mitral Regurgitation,unmatched,,
Mitral Stenosis,unmatched,,
Mitral Stenosis with Insufficiency,unmatched,,
Mitral Valve Disease,unmatched,,
Mitral Valve Insufficiency,ambiguous,,
Mitral Valve Prolapse,ambiguous,,
Mitral Valve Stenosis,ambiguous,,
Mitral Valve Stenosis and Insufficiency,unmatched,,
Mixed Dementia,ambiguous,,
Mixed Dyslipidemia,unmatched,,
Mixed Dyslipidemias,unmatched,,
Mixed Hyperlipidemia,unmatched,,
Mixed Mania,unmatched,,
Mixed Mania Bipolar Disorder,unmatched,,
Mixed Phenotype Acute Leukemia,unmatched,,
Mobile Applications,unmatched,,
Mobile Health Technology (mHealth),unmatched,,
Mobility Limitation,ambiguous,,
"Mobility, Mini-screw",unmatched,,
Modalities,unmatched,,
Moderate Acute Malnutrition,unmatched,,
Moderate Alzheimer's Disease,unmatched,,
Moderate Asthma,unmatched,,
"Moderate COVID-19 Pneumonia, Severe COVID-19 Pneumonia",unmatched,,
Moderate Dementia,unmatched,,
Moderate Depression,unmatched,,
Moderate Renal Impairment,unmatched,,
Moderate Traumatic Brain Injury (TBI),unmatched,,
Moderate and Severe Plaque Psoriasis,unmatched,,
Moderate or Severe Submental Fullness,unmatched,,
Moderate to High Emetogenic Chemotherapy (MEC/HEC) Drugs,unmatched,,
Moderate to Severe Alzheimer's Disease,unmatched,,
Moderate to Severe Asthma,unmatched,,
Moderate to Severe COPD,unmatched,,
Moderate to Severe Chronic Pain,unmatched,,
Moderate to Severe Chronic Plaque Psoriasis,unmatched,,
"Moderate to Severe Chronic, Non-malignant Pain",unmatched,,
Moderate to Severe Gout,unmatched,,
Moderate to Severe Hypertension,unmatched,,
Moderate to Severe Idiopathic RLS With Daytime Symptoms,unmatched,,
Moderate to Severe Plaque Psoriasis,unmatched,,
Moderate to Severe Psoriasis,unmatched,,
Moderate to Severe Psoriasis.,unmatched,,
Moderate-severe Pain,unmatched,,
Moderate/Severe Asthma,unmatched,,
Modic Changes,unmatched,,
Modic Changes Type I or II Seen on MRI,unmatched,,
"Molar, Fourth",unmatched,,
"Molar, Third",unmatched,,
Mold Infection,unmatched,,
Molecular Mechanisms of Pharmacological Action,unmatched,,
Molecular-bacterial Vaginosis,unmatched,,
Molluscum Contagiosum,ambiguous,,
Monoclonal Antibody,unmatched,,
Monoclonal Gammopathy of Undetermined Significance,ambiguous,,
Monosomy 7,unmatched,,
Montelukast,unmatched,,
Mood,unmatched,,
Mood Change,unmatched,,
Mood Disorder,ambiguous,,
Mood Disorders,ambiguous,,
"Mood Disorders,",ambiguous,,
Mood Disturbance,unmatched,,
Morality,unmatched,,
Morbid Obesity,ambiguous,,
Morbidity,unmatched,,
Morphine,unmatched,,
Morphine Dependence,ambiguous,,
Morquio A Syndrome,unmatched,,
Morquio Syndrome,unmatched,,
Morquio Syndrome A,unmatched,,
Mortality,unmatched,,
Morton Neuroma,ambiguous,,
Motility Disorder,unmatched,,
"Motion Sickness, Space",ambiguous,,
Motion Simulation,unmatched,,
Motivation,unmatched,,
Motivational Interviewing,unmatched,,
Motor Activity,unmatched,,
Motor Function,unmatched,,
Motor Impairment,unmatched,,
Motor Neuron Disease,ambiguous,,
"Motor Neuron Disease, Amyotrophic Lateral Sclerosis",unmatched,,
Motor Outcomes,unmatched,,
Mountain Sickness,unmatched,,
